country,closeness_centrality,indegree_centrality,outdegree_centrality,betweenness_centrality,mean_terms,total_exported,total_imported
Romania:ROU,0.0,0.01818181818181818,0.0,0.0,,,1256911.0
Albania:ALB,0.0,0.01818181818181818,0.0,0.0,,,45107.0
China:CHN,0.0,0.01818181818181818,0.0,0.0,,,995320.0
Australia:AUS,0.0,0.01818181818181818,0.0,0.0,,,10352159.0
Jordan:JOR,0.0,0.01818181818181818,0.0,0.0,,,1430410.0
Denmark:DNK,0.0,0.01818181818181818,0.0,0.0,,,904591.0
Germany:DEU,0.0,0.01818181818181818,0.0,0.0,,,234281083.0
Belgium:BEL,0.0,0.01818181818181818,0.0,0.0,,,48036073.0
Norway:NOR,0.0,0.01818181818181818,0.0,0.0,,,3667681.0
Finland:FIN,0.0,0.01818181818181818,0.0,0.0,,,2707536.0
Mexico:MEX,0.0,0.01818181818181818,0.0,0.0,,,679680.0
Netherlands:NLD,0.0,0.01818181818181818,0.0,0.0,,,4607984.0
Singapore:SGP,0.0,0.01818181818181818,0.0,0.0,,,793003.0
Poland:POL,0.0,0.01818181818181818,0.0,0.0,,,1167497.0
Cyprus:CYP,0.0,0.01818181818181818,0.0,0.0,,,84328.0
New Zealand:NZL,0.0,0.01818181818181818,0.0,0.0,,,1640577.0
Fmr Sudan:SDN,0.0,0.01818181818181818,0.0,0.0,,,18905144.0
Slovenia:SVN,0.0,0.01818181818181818,0.0,0.0,,,146667.0
Ethiopia:ETH,0.0,0.01818181818181818,0.0,0.0,3.5667451090701934,697591346.0,506058.0
Russian Federation:RUS,0.9818181818181818,0.03636363636363636,0.9818181818181818,0.03602693602693603,,,5791249.0
Swaziland:SWZ,0.0,0.01818181818181818,0.0,0.0,,,135976.0
Greece:GRC,0.0,0.01818181818181818,0.0,0.0,,,859777.0
Rep. of Korea:KOR,0.0,0.01818181818181818,0.0,0.0,,,8082527.0
Japan:JPN,0.0,0.01818181818181818,0.0,0.0,,,35368006.0
Ukraine:UKR,0.0,0.01818181818181818,0.0,0.0,,,83733.0
USA:USA,0.0,0.01818181818181818,0.0,0.0,,,71745952.0
Georgia:GEO,0.0,0.01818181818181818,0.0,0.0,,,4446.0
Armenia:ARM,0.0,0.01818181818181818,0.0,0.0,,,64311.0
United Rep. of Tanzania:TZA,0.0,0.01818181818181818,0.0,0.0,,,3371.0
Latvia:LVA,0.0,0.01818181818181818,0.0,0.0,,,1130271.0
Yemen:YEM,0.5045871559633027,0.0,0.01818181818181818,0.0,3.1981368186874306,506022.0,
"China, Hong Kong SAR:HKG",0.0,0.01818181818181818,0.0,0.0,,,198828.0
Djibouti:DJI,0.0,0.01818181818181818,0.0,0.0,,,235011.0
Canada:CAN,0.0,0.01818181818181818,0.0,0.0,,,5426821.0
Libya:LBY,0.0,0.01818181818181818,0.0,0.0,,,117545.0
United Arab Emirates:ARE,0.0,0.01818181818181818,0.0,0.0,,,276263.0
United Kingdom:GBR,0.0,0.01818181818181818,0.0,0.0,,,15989555.0
Indonesia:IDN,0.0,0.01818181818181818,0.0,0.0,,,98167.0
Sweden:SWE,0.0,0.01818181818181818,0.0,0.0,,,22882257.0
Egypt:EGY,0.0,0.01818181818181818,0.0,0.0,,,465096.0
Croatia:HRV,0.0,0.01818181818181818,0.0,0.0,,,457696.0
Slovakia:SVK,0.0,0.01818181818181818,0.0,0.0,,,61977.0
Saudi Arabia:SAU,0.0,0.01818181818181818,0.0,0.0,,,105747559.0
Estonia:EST,0.0,0.01818181818181818,0.0,0.0,,,506776.0
Switzerland:CHE,0.0,0.01818181818181818,0.0,0.0,,,9894417.0
Spain:ESP,0.0,0.01818181818181818,0.0,0.0,,,5139330.0
Bulgaria:BGR,0.0,0.01818181818181818,0.0,0.0,,,63297.0
France:FRA,0.0,0.01818181818181818,0.0,0.0,,,33541991.0
Lebanon:LBN,0.0,0.01818181818181818,0.0,0.0,,,178391.0
Malaysia:MYS,0.0,0.01818181818181818,0.0,0.0,,,9478.0
Dem. People's Rep. of Korea:PRK,0.0,0.01818181818181818,0.0,0.0,,,44810.0
Italy:ITA,0.0,0.01818181818181818,0.0,0.0,,,33728859.0
Israel:ISR,0.0,0.01818181818181818,0.0,0.0,,,4684946.0
South Africa:ZAF,0.4954970263381478,0.01818181818181818,0.01818181818181818,0.0,9.0,36.0,2309751.0
Portugal:PRT,0.0,0.01818181818181818,0.0,0.0,,,153692.0
Syria:SYR,0.0,0.01818181818181818,0.0,0.0,,,407463.0
