country,closeness_centrality,indegree_centrality,outdegree_centrality,betweenness_centrality,mean_terms,total_exported,total_imported
Belgium:BEL,0.06666666666666667,0.0,0.06666666666666667,0.0,1.846804868771396,38842.0,
Kenya:KEN,0.06666666666666667,0.0,0.06666666666666667,0.0,2.0982291666666666,80572.0,
United Kingdom:GBR,0.06666666666666667,0.0,0.06666666666666667,0.0,6.662231559290383,28541.0,
Brazil:BRA,0.06666666666666667,0.0,0.06666666666666667,0.0,2.0728190104166666,318385.0,
Netherlands:NLD,0.06666666666666667,0.0,0.06666666666666667,0.0,5.467175295186195,150484.0,
Denmark:DNK,0.06666666666666667,0.0,0.06666666666666667,0.0,11.741750659344726,26837.0,
Iceland:ISL,0.0,1.0,0.0,0.0,,,2151465.0
Germany:DEU,0.06666666666666667,0.0,0.06666666666666667,0.0,2.9590570719602978,167000.0,
Costa Rica:CRI,0.06666666666666667,0.0,0.06666666666666667,0.0,3.2791825243730774,125796.0,
Norway:NOR,0.06666666666666667,0.0,0.06666666666666667,0.0,3.5080906148867315,1084.0,
Indonesia:IDN,0.06666666666666667,0.0,0.06666666666666667,0.0,2.4754444444444443,44558.0,
Colombia:COL,0.06666666666666667,0.0,0.06666666666666667,0.0,2.2218879050090368,660174.0,
Italy:ITA,0.06666666666666667,0.0,0.06666666666666667,0.0,3.4783066608441007,270814.0,
United Rep. of Tanzania:TZA,0.06666666666666667,0.0,0.06666666666666667,0.0,2.0633333333333335,39616.0,
Honduras:HND,0.06666666666666667,0.0,0.06666666666666667,0.0,2.7429147148876036,104815.0,
Guatemala:GTM,0.06666666666666667,0.0,0.06666666666666667,0.0,2.4574156421658384,93947.0,
